Ensembl	logFC	FDR	SYMBOL	Significance
ENSG00000138670	-0.159048625	0.593712175	RASGEF1B	Non
ENSG00000067167	-0.135205057	0.593750439	TRAM1	Non
ENSG00000251247	0.179136239	0.593750439	ZNF345	Non
ENSG00000120594	-0.106745743	0.593924063	PLXDC2	Non
ENSG00000119703	-0.162916708	0.593924063	ZC2HC1C	Non
ENSG00000127903	0.138338654	0.593926865	ZNF835	Non
ENSG00000064042	-0.102354257	0.594049189	LIMCH1	Non
ENSG00000124688	-0.22100217	0.594167278	MAD2L1BP	Non
ENSG00000175556	-0.159906182	0.594167278	LONRF3	Non
ENSG00000095585	0.189811817	0.594167278	BLNK	Non
ENSG00000149792	0.152870461	0.594171638	MRPL49	Non
ENSG00000152092	-0.125847673	0.594518119	ASTN1	Non
ENSG00000122786	0.150558517	0.594518119	CALD1	Non
ENSG00000101290	-0.096859835	0.594847128	CDS2	Non
ENSG00000241962	-0.256170896	0.595389729	NA	Non
ENSG00000090863	0.087890641	0.595628382	GLG1	Non
ENSG00000079150	-0.238253125	0.596202119	FKBP7	Non
ENSG00000065675	-0.162925647	0.596202119	PRKCQ	Non
ENSG00000281106	0.204627706	0.596202119	TMEM272	Non
ENSG00000131373	-0.118224718	0.596327341	HACL1	Non
ENSG00000163686	-0.124881644	0.596857482	ABHD6	Non
ENSG00000183808	0.113218549	0.596857482	RBM12B	Non
ENSG00000165914	-0.113389349	0.597059064	TTC7B	Non
ENSG00000172057	0.125529824	0.597221749	ORMDL3	Non
ENSG00000102385	0.123601595	0.597342358	DRP2	Non
ENSG00000132950	-0.150477423	0.597342358	ZMYM5	Non
ENSG00000125740	-0.224312401	0.597449686	FOSB	Non
ENSG00000105619	-0.148626727	0.597589349	TFPT	Non
ENSG00000100505	0.098464191	0.597783697	TRIM9	Non
ENSG00000182551	-0.112054683	0.597812483	ADI1	Non
ENSG00000272636	0.188139444	0.597812483	DOC2B	Non
ENSG00000137941	-0.116477502	0.597826622	TTLL7	Non
ENSG00000166923	0.170862334	0.598037388	GREM1	Non
ENSG00000124374	0.100511413	0.598098224	PAIP2B	Non
ENSG00000181626	-0.322746058	0.598098224	ANKRD62	Non
ENSG00000165164	-0.203216201	0.598113425	CFAP47	Non
ENSG00000136715	0.11076211	0.598337793	SAP130	Non
ENSG00000142530	-0.257458066	0.598344959	FAM71E1	Non
ENSG00000158483	0.215597188	0.598350755	FAM86C1	Non
ENSG00000180884	0.170372034	0.598729878	ZNF792	Non
ENSG00000188868	-0.156645561	0.598911298	ZNF563	Non
ENSG00000123636	-0.126215205	0.599054308	BAZ2B	Non
ENSG00000135605	0.235240823	0.599393592	TEC	Non
ENSG00000181381	-0.155649945	0.599590081	DDX60L	Non
ENSG00000180992	0.194516475	0.599651027	MRPL14	Non
ENSG00000214216	-0.161263408	0.60021257	IQCJ	Non
ENSG00000214941	-0.166339196	0.60021257	ZSWIM7	Non
ENSG00000168439	-0.113096508	0.600251137	STIP1	Non
ENSG00000143079	-0.119466428	0.600408646	CTTNBP2NL	Non
ENSG00000136478	-0.098749606	0.600416451	TEX2	Non
ENSG00000102921	-0.102730157	0.600543801	N4BP1	Non
ENSG00000068383	-0.115548698	0.600674668	INPP5A	Non
ENSG00000165359	-0.118968954	0.600869778	INTS6L	Non
ENSG00000177042	0.22748759	0.600869778	TMEM80	Non
ENSG00000102221	-0.156128274	0.601208794	JADE3	Non
ENSG00000069667	-0.110580222	0.601259677	RORA	Non
ENSG00000101367	-0.109757401	0.601266338	MAPRE1	Non
ENSG00000182606	0.091594662	0.601444734	TRAK1	Non
ENSG00000172340	-0.150515798	0.601444734	SUCLG2	Non
ENSG00000130811	0.116307607	0.601444734	EIF3G	Non
ENSG00000100211	0.142169293	0.601588758	CBY1	Non
ENSG00000112159	0.101155276	0.601716359	MDN1	Non
ENSG00000197057	-0.263174392	0.601971951	DTHD1	Non
ENSG00000078369	-0.097112252	0.60235559	GNB1	Non
ENSG00000136044	-0.11531788	0.60235559	APPL2	Non
ENSG00000204308	0.153508836	0.602369392	RNF5	Non
ENSG00000076242	-0.104281099	0.602414653	MLH1	Non
ENSG00000130413	-0.165530779	0.602480896	STK33	Non
ENSG00000162849	0.134265907	0.602532452	KIF26B	Non
ENSG00000130477	0.125318438	0.602532452	UNC13A	Non
ENSG00000162490	0.261514198	0.60260942	DRAXIN	Non
ENSG00000170743	0.122821177	0.60260942	SYT9	Non
ENSG00000121742	-0.141606043	0.60260942	GJB6	Non
ENSG00000066855	0.163754355	0.602618325	MTFR1	Non
ENSG00000163535	-0.192595698	0.602856624	SGO2	Non
ENSG00000010256	0.173980924	0.602856624	UQCRC1	Non
ENSG00000183474	-0.199138806	0.603079322	GTF2H2C	Non
ENSG00000133661	0.30643458	0.603116134	SFTPD	Non
ENSG00000111144	-0.111048995	0.603116134	LTA4H	Non
ENSG00000104154	-0.119051292	0.603116134	SLC30A4	Non
ENSG00000250722	0.119014244	0.603363688	SELENOP	Non
ENSG00000109381	-0.109689068	0.603390852	ELF2	Non
ENSG00000166823	0.277522755	0.603509517	MESP1	Non
ENSG00000188428	-0.171967726	0.603789567	BLOC1S5	Non
ENSG00000162613	-0.110823048	0.604069636	FUBP1	Non
ENSG00000205838	-0.179567725	0.604069636	TTC23L	Non
ENSG00000166997	0.153514703	0.604069636	CNPY4	Non
ENSG00000143545	0.224226047	0.604104572	RAB13	Non
ENSG00000145191	0.108846212	0.604138542	EIF2B5	Non
ENSG00000113249	-0.273655868	0.604138542	HAVCR1	Non
ENSG00000272031	0.167211708	0.604565461	ANKRD34A	Non
ENSG00000174917	0.278088156	0.604565461	MICOS13	Non
ENSG00000113205	-0.162082181	0.604629161	PCDHB3	Non
ENSG00000105889	-0.205326196	0.604786565	STEAP1B	Non
ENSG00000163827	-0.135971674	0.604988735	LRRC2	Non
ENSG00000151388	-0.243244173	0.604988735	ADAMTS12	Non
ENSG00000168101	0.34896211	0.605071725	NUDT16L1	Non
ENSG00000103175	0.183121348	0.605071725	WFDC1	Non
ENSG00000229809	0.244795195	0.605194671	ZNF688	Non
ENSG00000027697	-0.113781057	0.605469767	IFNGR1	Non
ENSG00000073737	-0.29724355	0.60552269	DHRS9	Non
ENSG00000196526	-0.133513625	0.60552269	AFAP1	Non
ENSG00000153707	-0.108527279	0.60552269	PTPRD	Non
ENSG00000160785	-0.108553773	0.606201374	SLC25A44	Non
ENSG00000100360	0.170976316	0.606201374	IFT27	Non
ENSG00000197746	0.13074495	0.606352398	PSAP	Non
ENSG00000163026	-0.133965169	0.606621976	WDCP	Non
ENSG00000171307	0.118197087	0.607161359	ZDHHC16	Non
ENSG00000070269	-0.113882001	0.607282239	TMEM260	Non
ENSG00000154845	-0.100509239	0.607493411	PPP4R1	Non
ENSG00000189091	0.102696829	0.607507021	SF3B3	Non
ENSG00000116745	-0.418654316	0.608013585	RPE65	Non
ENSG00000171503	-0.124345166	0.608062252	ETFDH	Non
ENSG00000165506	-0.165525896	0.60818672	DNAAF2	Non
ENSG00000116329	0.160876005	0.608419746	OPRD1	Non
ENSG00000112218	0.134098038	0.608419746	GPR63	Non
ENSG00000178171	0.118233587	0.608486101	AMER3	Non
ENSG00000173221	-0.138966373	0.609018396	GLRX	Non
ENSG00000101452	-0.122762249	0.609386553	DHX35	Non
ENSG00000130332	0.187928799	0.609461634	LSM7	Non
ENSG00000132359	0.137584155	0.60948109	RAP1GAP2	Non
ENSG00000148660	0.106356081	0.609600389	CAMK2G	Non
ENSG00000170917	0.153168475	0.609707069	NUDT6	Non
ENSG00000103274	-0.155659844	0.610638317	NUBP1	Non
ENSG00000135469	-0.190844935	0.610802431	COQ10A	Non
ENSG00000219626	-0.127923987	0.610804944	FAM228B	Non
ENSG00000143320	0.196102072	0.611326428	CRABP2	Non
ENSG00000133124	0.245707273	0.611326428	IRS4	Non
ENSG00000164946	-0.139672868	0.611326428	FREM1	Non
ENSG00000135540	0.103533234	0.611485551	NHSL1	Non
ENSG00000102580	-0.116699635	0.611716708	DNAJC3	Non
ENSG00000104886	0.2180203	0.611833006	PLEKHJ1	Non
ENSG00000185345	-0.103669202	0.612111517	PRKN	Non
ENSG00000008311	-0.141388363	0.612111517	AASS	Non
ENSG00000074071	0.13456206	0.612264602	MRPS34	Non
ENSG00000132286	-0.114243886	0.612429944	TIMM10B	Non
ENSG00000077585	0.102047767	0.612451909	GPR137B	Non
ENSG00000073614	-0.106501941	0.612451909	KDM5A	Non
ENSG00000138792	0.220247263	0.612486936	ENPEP	Non
ENSG00000066044	0.11007145	0.612568234	ELAVL1	Non
ENSG00000144040	-0.126230509	0.612816418	SFXN5	Non
ENSG00000141098	0.139943403	0.612929091	GFOD2	Non
ENSG00000151882	0.223071321	0.612938091	CCL28	Non
ENSG00000137812	-0.288436123	0.613209446	KNL1	Non
ENSG00000118894	-0.203450904	0.613209446	EEF2KMT	Non
ENSG00000118363	-0.125274049	0.613212551	SPCS2	Non
ENSG00000162086	-0.107982255	0.613212551	ZNF75A	Non
ENSG00000140455	0.120107678	0.613238496	USP3	Non
ENSG00000198822	-0.107888305	0.613259472	GRM3	Non
ENSG00000143457	-0.121139264	0.613740691	GOLPH3L	Non
ENSG00000143387	0.206134362	0.613834588	CTSK	Non
ENSG00000106077	0.174613776	0.614154043	ABHD11	Non
ENSG00000198265	-0.100587141	0.614287681	HELZ	Non
ENSG00000117010	-0.184001712	0.614450993	ZNF684	Non
ENSG00000120008	-0.100176457	0.614798572	WDR11	Non
ENSG00000075240	0.163523475	0.614816507	GRAMD4	Non
ENSG00000138614	-0.115357298	0.614890345	INTS14	Non
ENSG00000122085	0.111092357	0.615333885	MTERF4	Non
ENSG00000155093	0.141576088	0.615333885	PTPRN2	Non
ENSG00000111669	-0.16178577	0.615333885	TPI1	Non
ENSG00000119421	-0.157151844	0.615399892	NDUFA8	Non
ENSG00000117877	-0.14052659	0.615469685	CD3EAP	Non
ENSG00000268350	0.256997099	0.61588397	FAM156A	Non
ENSG00000187079	-0.098574876	0.61588397	TEAD1	Non
ENSG00000174652	-0.121867467	0.615935427	ZNF266	Non
ENSG00000177946	0.157445423	0.615960159	CENPBD1	Non
ENSG00000149187	-0.088855587	0.616571882	CELF1	Non
ENSG00000136451	0.115162646	0.616571882	VEZF1	Non
ENSG00000111801	0.13720817	0.616636835	BTN3A3	Non
ENSG00000100884	-0.160623345	0.616684368	CPNE6	Non
ENSG00000154274	-0.187646382	0.616955632	C4orf19	Non
ENSG00000106246	0.200312009	0.616985298	PTCD1	Non
ENSG00000075884	-0.202480125	0.617378673	ARHGAP15	Non
ENSG00000076053	-0.159716303	0.618082289	RBM7	Non
ENSG00000206432	-0.153714308	0.618082289	TMEM200C	Non
ENSG00000124571	-0.097772375	0.618138079	XPO5	Non
ENSG00000135535	-0.112018679	0.618138079	CD164	Non
ENSG00000102554	0.19938715	0.618138079	KLF5	Non
ENSG00000089472	0.099452341	0.618338886	HEPH	Non
ENSG00000103423	0.110855707	0.618414031	DNAJA3	Non
ENSG00000148296	0.100643073	0.618500158	SURF6	Non
ENSG00000141504	0.137019545	0.618509337	SAT2	Non
ENSG00000102225	0.164792746	0.618716992	CDK16	Non
ENSG00000124783	-0.086827672	0.618963842	SSR1	Non
ENSG00000130707	0.155265875	0.618963842	ASS1	Non
ENSG00000062716	-0.107787116	0.619140399	VMP1	Non
ENSG00000113761	0.11127521	0.619244795	ZNF346	Non
ENSG00000146243	-0.116462967	0.619413668	IRAK1BP1	Non
ENSG00000154040	0.126890891	0.619413668	CABYR	Non
ENSG00000165899	-0.200405104	0.619892498	OTOGL	Non
ENSG00000170296	-0.246565026	0.619892498	GABARAP	Non
ENSG00000185864	-0.214570336	0.619979624	NPIPB4	Non
ENSG00000005156	0.099067639	0.620420934	LIG3	Non
ENSG00000169184	0.166307577	0.620474138	MN1	Non
ENSG00000163528	-0.14808294	0.620565675	CHCHD4	Non
ENSG00000168040	0.170267998	0.620719496	FADD	Non
ENSG00000101337	0.108602039	0.620719496	TM9SF4	Non
ENSG00000136161	-0.129561255	0.621651969	RCBTB2	Non
ENSG00000269743	-0.12812984	0.621747139	SLC25A53	Non
ENSG00000171246	0.111422315	0.621747139	NPTX1	Non
ENSG00000002549	0.103718342	0.621761546	LAP3	Non
ENSG00000073584	-0.12797941	0.622330533	SMARCE1	Non
ENSG00000147274	-0.083175515	0.622446908	RBMX	Non
ENSG00000226742	0.17184716	0.622523036	HSBP1L1	Non
ENSG00000124302	0.280102127	0.622550825	CHST8	Non
ENSG00000204922	0.233296984	0.622624708	UQCC3	Non
ENSG00000186340	0.133677814	0.622687657	THBS2	Non
ENSG00000040633	0.155018749	0.622957436	PHF23	Non
ENSG00000163939	-0.106719807	0.623026433	PBRM1	Non
ENSG00000067840	0.159217895	0.623151999	PDZD4	Non
ENSG00000130876	0.313787416	0.623713437	SLC7A10	Non
ENSG00000184388	0.188180235	0.623886908	PABPC1L2B	Non
ENSG00000106066	0.222440992	0.623910923	CPVL	Non
ENSG00000214050	-0.141584259	0.62420522	FBXO16	Non
ENSG00000117868	-0.09267242	0.624437745	ESYT2	Non
ENSG00000076043	-0.126378074	0.625056539	REXO2	Non
ENSG00000151773	0.185810925	0.625493118	CCDC122	Non
ENSG00000214367	-0.131464094	0.625504874	HAUS3	Non
ENSG00000119321	0.093758901	0.625504874	FKBP15	Non
ENSG00000256870	0.240235623	0.625504874	SLC5A8	Non
ENSG00000187824	-0.228437149	0.625504874	TMEM220	Non
ENSG00000174521	0.242146345	0.625504874	TTC9B	Non
ENSG00000154309	0.149911986	0.626168403	DISP1	Non
ENSG00000077514	-0.120928774	0.626303278	POLD3	Non
ENSG00000152348	-0.149027508	0.62637491	ATG10	Non
ENSG00000138600	-0.127657813	0.626395629	SPPL2A	Non
ENSG00000155052	-0.10284165	0.626413027	CNTNAP5	Non
ENSG00000198948	-0.110166546	0.62674106	MFAP3L	Non
ENSG00000198663	-0.085533625	0.62674106	C6orf89	Non
ENSG00000132164	0.139756104	0.626744907	SLC6A11	Non
ENSG00000147121	-0.120351946	0.626877619	KRBOX4	Non
ENSG00000149177	0.09598135	0.627133169	PTPRJ	Non
ENSG00000171121	0.187461151	0.62751032	KCNMB3	Non
ENSG00000204435	-0.191267995	0.627848434	CSNK2B	Non
ENSG00000113272	-0.172112969	0.628240505	THG1L	Non
ENSG00000135299	-0.100373776	0.628240505	ANKRD6	Non
ENSG00000140650	0.1499935	0.628240505	PMM2	Non
ENSG00000196757	-0.129020068	0.628240505	ZNF700	Non
ENSG00000176340	0.261219863	0.628275005	COX8A	Non
ENSG00000167550	-0.260598709	0.628493829	RHEBL1	Non
ENSG00000185015	0.164925397	0.62876941	CA13	Non
ENSG00000198561	0.159649971	0.628783708	CTNND1	Non
ENSG00000158435	-0.111666946	0.628787498	CNOT11	Non
ENSG00000163297	-0.156589152	0.628787498	ANTXR2	Non
ENSG00000167565	0.207964705	0.62888215	SERTAD3	Non
ENSG00000171763	0.143577418	0.628896009	SPATA5L1	Non
ENSG00000204574	0.096920444	0.629392364	ABCF1	Non
ENSG00000186001	0.098214799	0.629441946	LRCH3	Non
ENSG00000023171	0.117826944	0.629527162	GRAMD1B	Non
ENSG00000165410	-0.124453703	0.629748347	CFL2	Non
ENSG00000166426	0.267472025	0.630249311	CRABP1	Non
ENSG00000142856	-0.201370527	0.630385858	ITGB3BP	Non
ENSG00000108848	-0.118774728	0.630555735	LUC7L3	Non
ENSG00000151276	-0.092775593	0.630766431	MAGI1	Non
ENSG00000117602	0.129540319	0.631111821	RCAN3	Non
ENSG00000074266	-0.126361346	0.631111821	EED	Non
ENSG00000182566	-0.313570466	0.631596603	CLEC4G	Non
ENSG00000136111	-0.100376935	0.63205697	TBC1D4	Non
ENSG00000170100	-0.09351816	0.63205697	ZNF778	Non
ENSG00000038382	0.08812381	0.632281737	TRIO	Non
ENSG00000175906	-0.222400896	0.632281737	ARL4D	Non
ENSG00000134901	0.186247275	0.632291697	POGLUT2	Non
ENSG00000101457	0.131578366	0.63255507	DNTTIP1	Non
ENSG00000106733	-0.135155698	0.632570422	NMRK1	Non
ENSG00000132801	0.171523512	0.632621413	ZSWIM3	Non
ENSG00000247626	-0.168187337	0.632642323	MARS2	Non
ENSG00000134955	0.287645944	0.632642323	SLC37A2	Non
ENSG00000130649	0.163601645	0.632642323	CYP2E1	Non
ENSG00000171320	-0.271319153	0.632731498	ESCO2	Non
ENSG00000148803	0.269105861	0.632831969	FUOM	Non
ENSG00000233087	-0.186235736	0.633023803	RAB6D	Non
ENSG00000072210	0.106605566	0.633092862	ALDH3A2	Non
ENSG00000134255	-0.098486611	0.633425092	CEPT1	Non
ENSG00000116212	-0.139071399	0.633469889	LRRC42	Non
ENSG00000138101	0.119897568	0.63369716	DTNB	Non
ENSG00000140264	0.118766182	0.634166456	SERF2	Non
ENSG00000039068	0.1863789	0.634166456	CDH1	Non
ENSG00000036530	0.123163895	0.634226518	CYP46A1	Non
ENSG00000107614	-0.12135543	0.634246937	TRDMT1	Non
ENSG00000171914	0.099665305	0.634256041	TLN2	Non
ENSG00000198824	-0.108186955	0.634428916	CHAMP1	Non
ENSG00000158406	-0.135815049	0.634557858	H4C8	Non
ENSG00000083845	0.186795076	0.634557858	RPS5	Non
ENSG00000176769	-0.153808814	0.634672089	TCERG1L	Non
ENSG00000198576	-0.279249186	0.634749522	ARC	Non
ENSG00000187772	0.224997372	0.634862202	LIN28B	Non
ENSG00000120798	-0.10244113	0.634996423	NR2C1	Non
ENSG00000164053	0.16090708	0.63556748	ATRIP	Non
ENSG00000147099	0.123959024	0.636000405	HDAC8	Non
ENSG00000188215	0.116725651	0.636000405	DCUN1D3	Non
ENSG00000204947	-0.166763415	0.636093421	ZNF425	Non
ENSG00000151348	-0.104083445	0.636445062	EXT2	Non
ENSG00000173258	-0.091743339	0.636559438	ZNF483	Non
ENSG00000157150	0.226720741	0.636797993	TIMP4	Non
ENSG00000143179	0.1264327	0.636883198	UCK2	Non
ENSG00000170876	0.10458935	0.636883198	TMEM43	Non
ENSG00000109586	-0.113020885	0.636883198	GALNT7	Non
ENSG00000152377	0.10215148	0.636883198	SPOCK1	Non
ENSG00000112983	-0.090695628	0.636883198	BRD8	Non
ENSG00000204472	0.217356861	0.636883198	AIF1	Non
ENSG00000106086	-0.103109567	0.636883198	PLEKHA8	Non
ENSG00000122778	0.104090113	0.636883198	KIAA1549	Non
ENSG00000067445	-0.123751076	0.636883198	TRO	Non
ENSG00000156486	-0.156278819	0.636883198	KCNS2	Non
ENSG00000154330	-0.195807566	0.636883198	PGM5	Non
ENSG00000128881	-0.092557384	0.636883198	TTBK2	Non
ENSG00000071462	0.102287642	0.636919094	BUD23	Non
ENSG00000088387	0.084645191	0.636919094	DOCK9	Non
ENSG00000093183	-0.092736438	0.637226902	SEC22C	Non
ENSG00000166582	0.123987267	0.637249537	CENPV	Non
ENSG00000137073	-0.09447021	0.637257572	UBAP2	Non
ENSG00000158806	-0.119372129	0.637352705	NPM2	Non
ENSG00000159592	-0.09987977	0.637369726	GPBP1L1	Non
ENSG00000117262	-0.143942093	0.637369726	GPR89A	Non
ENSG00000163378	-0.138477636	0.637446339	EOGT	Non
ENSG00000130962	-0.114246085	0.637728135	PRRG1	Non
ENSG00000172661	-0.102424643	0.63782622	WASHC2C	Non
ENSG00000163947	-0.120482944	0.637847607	ARHGEF3	Non
ENSG00000108309	0.165262988	0.637847607	RUNDC3A	Non
ENSG00000117616	0.103269932	0.637900596	RSRP1	Non
ENSG00000162755	-0.183523947	0.637900596	KLHDC9	Non
ENSG00000198899	-0.136862816	0.637912017	ATP6	Non
ENSG00000285437	-0.216264147	0.63806168	POLR2J3	Non
ENSG00000198176	-0.105441167	0.63806168	TFDP1	Non
ENSG00000162706	-0.115498793	0.638756701	CADM3	Non
ENSG00000100084	0.149184871	0.638756701	HIRA	Non
ENSG00000172671	-0.121700896	0.638910574	ZFAND4	Non
ENSG00000179476	-0.172203926	0.638910574	C14orf28	Non
ENSG00000196312	0.117138184	0.638928932	MFSD14C	Non
ENSG00000198887	-0.135555579	0.639488107	SMC5	Non
ENSG00000138346	0.148116618	0.639488107	DNA2	Non
ENSG00000088305	0.208852523	0.639500077	DNMT3B	Non
ENSG00000166912	-0.100717519	0.639639143	MTMR10	Non
ENSG00000106484	-0.101389026	0.639698722	MEST	Non
ENSG00000107672	-0.136347343	0.639845344	NSMCE4A	Non
ENSG00000145423	-0.156540883	0.640248629	SFRP2	Non
ENSG00000108641	0.155025017	0.640248629	B9D1	Non
ENSG00000177954	0.12409802	0.640529665	RPS27	Non
ENSG00000100461	-0.097262015	0.640529665	RBM23	Non
ENSG00000138668	-0.122510609	0.640575056	HNRNPD	Non
ENSG00000224877	0.215795699	0.640575056	NDUFAF8	Non
ENSG00000076248	0.131868991	0.640705725	UNG	Non
ENSG00000171574	0.145645909	0.640705725	ZNF584	Non
ENSG00000048991	-0.11263701	0.641019598	R3HDM1	Non
ENSG00000204256	-0.08038256	0.641401417	BRD2	Non
ENSG00000148110	-0.092669623	0.642210006	MFSD14B	Non
ENSG00000164161	0.141668125	0.642391957	HHIP	Non
ENSG00000135093	0.094258019	0.642476599	USP30	Non
ENSG00000090104	0.210637254	0.642552822	RGS1	Non
ENSG00000137288	0.14349708	0.642625435	UQCC2	Non
ENSG00000167515	-0.141892589	0.642625435	TRAPPC2L	Non
ENSG00000136448	0.092507059	0.642625435	NMT1	Non
ENSG00000074695	-0.112045764	0.642625435	LMAN1	Non
ENSG00000006377	-0.196466781	0.642630783	DLX6	Non
ENSG00000106392	-0.109080916	0.642655305	C1GALT1	Non
ENSG00000183801	-0.247516643	0.642655305	OLFML1	Non
ENSG00000130054	0.193339193	0.64279057	FAM155B	Non
ENSG00000152818	-0.110353694	0.642852449	UTRN	Non
ENSG00000141449	-0.111778488	0.642852449	GREB1L	Non
ENSG00000108578	-0.105098827	0.643053765	BLMH	Non
ENSG00000198912	0.127794251	0.643377445	C1orf174	Non
ENSG00000152270	-0.101860149	0.64343233	PDE3B	Non
ENSG00000159167	0.29629213	0.643941666	STC1	Non
ENSG00000198842	-0.228374037	0.643948483	DUSP27	Non
ENSG00000161813	-0.097028545	0.644155003	LARP4	Non
ENSG00000152380	-0.143068481	0.644215604	FAM151B	Non
ENSG00000266338	0.120598328	0.644554528	NBPF15	Non
ENSG00000144712	0.166755007	0.644554528	CAND2	Non
ENSG00000143321	0.095501845	0.644558651	HDGF	Non
ENSG00000105717	0.236357227	0.64459935	PBX4	Non
ENSG00000187688	0.223726068	0.644702204	TRPV2	Non
ENSG00000139133	-0.139688474	0.645033991	ALG10	Non
ENSG00000185561	0.22683576	0.645033991	TLCD2	Non
ENSG00000158615	0.094885548	0.64510163	PPP1R15B	Non
ENSG00000042088	-0.116541691	0.64510163	TDP1	Non
ENSG00000278705	0.228434603	0.645693365	H4C2	Non
ENSG00000107874	0.151492171	0.645693365	CUEDC2	Non
ENSG00000143228	0.237751748	0.645734917	NUF2	Non
ENSG00000053702	0.135760766	0.645734917	NRIP2	Non
ENSG00000146411	0.225975849	0.646126703	SLC2A12	Non
ENSG00000185271	-0.242751357	0.646126703	KLHL33	Non
ENSG00000059691	0.100804391	0.646220078	GATB	Non
ENSG00000125484	-0.09136373	0.646220078	GTF3C4	Non
ENSG00000170348	-0.083481871	0.646220078	TMED10	Non
ENSG00000169371	-0.11826459	0.647420979	SNUPN	Non
ENSG00000074657	0.082742503	0.64749503	ZNF532	Non
ENSG00000137100	0.145850563	0.647514237	DCTN3	Non
ENSG00000156876	-0.149075509	0.64764333	SASS6	Non
ENSG00000133561	0.186332384	0.647800894	GIMAP6	Non
ENSG00000102316	0.136557834	0.64782061	MAGED2	Non
ENSG00000126970	-0.120106061	0.64782061	ZC4H2	Non
ENSG00000110395	0.094847487	0.64782061	CBL	Non
ENSG00000092010	0.11611085	0.64782061	PSME1	Non
ENSG00000205084	0.146933978	0.647823076	TMEM231	Non
ENSG00000198455	-0.106744729	0.648308148	ZXDB	Non
ENSG00000157106	0.086697549	0.648424759	SMG1	Non
ENSG00000166446	-0.104905537	0.648424759	CDYL2	Non
ENSG00000165449	0.147738697	0.648966806	SLC16A9	Non
ENSG00000185950	0.110093054	0.648966806	IRS2	Non
ENSG00000094916	-0.087608731	0.649783454	CBX5	Non
ENSG00000130720	0.395120613	0.649806451	FIBCD1	Non
ENSG00000110328	0.125760645	0.650060541	GALNT18	Non
ENSG00000172765	-0.081035508	0.650428401	TMCC1	Non
ENSG00000008394	-0.120344749	0.650542247	MGST1	Non
ENSG00000184076	0.213319163	0.650542247	UQCR10	Non
ENSG00000107566	-0.103837906	0.65055828	ERLIN1	Non
ENSG00000163882	-0.125536874	0.65081859	POLR2H	Non
ENSG00000137274	0.146928619	0.650833956	BPHL	Non
ENSG00000101935	0.15495109	0.650833956	AMMECR1	Non
ENSG00000134884	-0.084800142	0.650842509	ARGLU1	Non
ENSG00000186063	0.121939722	0.650980452	AIDA	Non
ENSG00000127922	-0.121364196	0.651387436	SEM1	Non
ENSG00000136874	-0.094452928	0.651534079	STX17	Non
ENSG00000163900	-0.119626645	0.651760233	TMEM41A	Non
ENSG00000166908	-0.111599101	0.651933387	PIP4K2C	Non
ENSG00000133794	0.110584688	0.65201128	ARNTL	Non
ENSG00000164237	-0.108232832	0.652022133	CMBL	Non
ENSG00000157326	0.187139716	0.652091569	DHRS4	Non
ENSG00000121644	-0.114699157	0.652343817	DESI2	Non
ENSG00000232388	-0.188218889	0.652343817	SMIM26	Non
ENSG00000196562	-0.130317118	0.652343817	SULF2	Non
ENSG00000159958	0.294841471	0.652343817	TNFRSF13C	Non
ENSG00000123064	0.136388824	0.652360095	DDX54	Non
ENSG00000250486	-0.164987884	0.652410514	FAM218A	Non
ENSG00000156804	0.108976033	0.652415569	FBXO32	Non
ENSG00000175449	-0.21032939	0.652852242	RFESD	Non
ENSG00000138640	-0.110673767	0.652904301	FAM13A	Non
ENSG00000132275	0.092223681	0.653199409	RRP8	Non
