ENSEMBL,ENTREZID,SYMBOL,GENENAME,CHR
ENSG00000205810,3823,KLRC3,killer cell lectin like receptor C3,12
ENSG00000146066,192286,HIGD2A,HIG1 hypoxia inducible domain family member 2A,5
ENSG00000144909,114885,OSBPL11,oxysterol binding protein like 11,3
ENSG00000010704,3077,HFE,homeostatic iron regulator,6
ENSG00000124193,6431,SRSF6,serine and arginine rich splicing factor 6,20
ENSG00000149634,128497,SPATA25,spermatogenesis associated 25,20
ENSG00000165806,840,CASP7,caspase 7,10
ENSG00000104904,4946,OAZ1,ornithine decarboxylase antizyme 1,19
ENSG00000175701,205251,MTLN,mitoregulin,2
ENSG00000198830,3151,HMGN2,high mobility group nucleosomal binding domain 2,1
ENSG00000034239,79645,EFCAB1,EF-hand calcium binding domain 1,8
ENSG00000007202,9703,KIAA0100,KIAA0100,17
ENSG00000156113,3778,KCNMA1,potassium calcium-activated channel subfamily M alpha 1,10
ENSG00000158169,2176,FANCC,FA complementation group C,9
ENSG00000165055,55798,METTL2B,methyltransferase like 2B,7
ENSG00000018869,147948,ZNF582,zinc finger protein 582,19
ENSG00000095739,25805,BAMBI,BMP and activin membrane bound inhibitor,10
ENSG00000051620,23593,HEBP2,heme binding protein 2,6
ENSG00000214944,64283,ARHGEF28,Rho guanine nucleotide exchange factor 28,5
ENSG00000169902,8460,TPST1,tyrosylprotein sulfotransferase 1,7
ENSG00000185420,64754,SMYD3,SET and MYND domain containing 3,1
ENSG00000107960,79991,STN1,STN1 subunit of CST complex,10
ENSG00000146674,3486,IGFBP3,insulin like growth factor binding protein 3,7
ENSG00000103064,9057,SLC7A6,solute carrier family 7 member 6,16
ENSG00000050426,25875,LETMD1,LETM1 domain containing 1,12
ENSG00000213593,51075,TMX2,thioredoxin related transmembrane protein 2,11
ENSG00000096080,55168,MRPS18A,mitochondrial ribosomal protein S18A,6
ENSG00000065534,4638,MYLK,myosin light chain kinase,3
ENSG00000049245,9341,VAMP3,vesicle associated membrane protein 3,1
ENSG00000037637,54455,FBXO42,F-box protein 42,1
ENSG00000114383,11334,TUSC2,"tumor suppressor 2, mitochondrial calcium regulator",3
ENSG00000003393,57679,ALS2,alsin Rho guanine nucleotide exchange factor ALS2,2
ENSG00000166337,6881,TAF10,TATA-box binding protein associated factor 10,11
ENSG00000111058,79611,ACSS3,acyl-CoA synthetase short chain family member 3,12
ENSG00000114544,54946,SLC41A3,solute carrier family 41 member 3,3
ENSG00000109686,152503,SH3D19,SH3 domain containing 19,4
ENSG00000106483,6424,SFRP4,secreted frizzled related protein 4,7
ENSG00000137502,27314,RAB30,"RAB30, member RAS oncogene family",11
ENSG00000136205,64759,TNS3,tensin 3,7
ENSG00000035115,26751,SH3YL1,SH3 and SYLF domain containing 1,2
ENSG00000214717,9189,ZBED1,zinc finger BED-type containing 1,X
ENSG00000165280,7415,VCP,valosin containing protein,9
ENSG00000166685,9382,COG1,component of oligomeric golgi complex 1,17
ENSG00000074527,59277,NTN4,netrin 4,12
ENSG00000120868,317,APAF1,apoptotic peptidase activating factor 1,12
ENSG00000165476,221035,REEP3,receptor accessory protein 3,10
ENSG00000196812,80345,ZSCAN16,zinc finger and SCAN domain containing 16,6
ENSG00000073756,5743,PTGS2,prostaglandin-endoperoxide synthase 2,1
ENSG00000130816,1786,DNMT1,DNA methyltransferase 1,19
ENSG00000133433,653689,GSTT2B,glutathione S-transferase theta 2B (gene/pseudogene),22
ENSG00000187955,7373,COL14A1,collagen type XIV alpha 1 chain,8
ENSG00000130147,23677,SH3BP4,SH3 domain binding protein 4,2
ENSG00000136932,51531,TRMO,tRNA methyltransferase O,9
ENSG00000086159,363,AQP6,aquaporin 6,12
ENSG00000157837,121665,SPPL3,signal peptide peptidase like 3,12
ENSG00000177459,203111,ERICH5,glutamate rich 5,8
ENSG00000106686,55064,SPATA6L,spermatogenesis associated 6 like,9
ENSG00000186487,23040,MYT1L,myelin transcription factor 1 like,2
ENSG00000116771,79814,AGMAT,agmatinase,1
ENSG00000120907,148,ADRA1A,adrenoceptor alpha 1A,8
ENSG00000242612,26063,DECR2,"2,4-dienoyl-CoA reductase 2",16
ENSG00000077348,56915,EXOSC5,exosome component 5,19
ENSG00000081842,56142,PCDHA6,protocadherin alpha 6,5
ENSG00000178385,389072,PLEKHM3,pleckstrin homology domain containing M3,2
ENSG00000060688,9410,SNRNP40,small nuclear ribonucleoprotein U5 subunit 40,1
ENSG00000156395,22986,SORCS3,sortilin related VPS10 domain containing receptor 3,10
ENSG00000148950,196294,IMMP1L,inner mitochondrial membrane peptidase subunit 1,11
ENSG00000188011,285093,RTP5,receptor transporter protein 5 (putative),2
ENSG00000008256,9265,CYTH3,cytohesin 3,7
ENSG00000163590,151742,PPM1L,"protein phosphatase, Mg2+/Mn2+ dependent 1L",3
ENSG00000121413,65982,ZSCAN18,zinc finger and SCAN domain containing 18,19
ENSG00000204381,143903,LAYN,layilin,11
ENSG00000175426,5122,PCSK1,proprotein convertase subtilisin/kexin type 1,5
ENSG00000114654,79825,EFCC1,EF-hand and coiled-coil domain containing 1,3
ENSG00000125846,7692,ZNF133,zinc finger protein 133,20
ENSG00000149243,283212,KLHL35,kelch like family member 35,11
ENSG00000134247,5738,PTGFRN,prostaglandin F2 receptor inhibitor,1
ENSG00000168569,79064,TMEM223,transmembrane protein 223,11
ENSG00000169306,11141,IL1RAPL1,interleukin 1 receptor accessory protein like 1,X
ENSG00000164308,64167,ERAP2,endoplasmic reticulum aminopeptidase 2,5
ENSG00000110711,9049,AIP,aryl hydrocarbon receptor interacting protein,11
ENSG00000197275,25788,RAD54B,RAD54 homolog B,8
ENSG00000079691,55604,CARMIL1,capping protein regulator and myosin 1 linker 1,6
ENSG00000163877,79753,SNIP1,Smad nuclear interacting protein 1,1
ENSG00000138061,1545,CYP1B1,cytochrome P450 family 1 subfamily B member 1,2
ENSG00000088986,8655,DYNLL1,dynein light chain LC8-type 1,12
ENSG00000137074,54840,APTX,aprataxin,9
ENSG00000130023,55780,ERMARD,ER membrane associated RNA degradation,6
ENSG00000119411,54836,BSPRY,B-box and SPRY domain containing,9
ENSG00000172247,114900,C1QTNF4,C1q and TNF related 4,11
ENSG00000271605,284021,MILR1,mast cell immunoglobulin like receptor 1,17
ENSG00000008513,6482,ST3GAL1,"ST3 beta-galactoside alpha-2,3-sialyltransferase 1",8
ENSG00000188227,390927,ZNF793,zinc finger protein 793,19
ENSG00000108312,7343,UBTF,upstream binding transcription factor,17
ENSG00000091622,83394,PITPNM3,PITPNM family member 3,17
ENSG00000163879,7802,DNALI1,dynein axonemal light intermediate chain 1,1
ENSG00000186166,338657,CCDC84,coiled-coil domain containing 84,11
ENSG00000188042,10123,ARL4C,ADP ribosylation factor like GTPase 4C,2
ENSG00000103226,408050,NOMO3,NODAL modulator 3,16
ENSG00000158604,222068,TMED4,transmembrane p24 trafficking protein 4,7
ENSG00000081189,4208,MEF2C,myocyte enhancer factor 2C,5
ENSG00000204352,445577,C9orf129,chromosome 9 open reading frame 129,9
ENSG00000078579,26281,FGF20,fibroblast growth factor 20,8
ENSG00000117305,3155,HMGCL,3-hydroxy-3-methylglutaryl-CoA lyase,1
ENSG00000131778,9557,CHD1L,chromodomain helicase DNA binding protein 1 like,1
ENSG00000137691,85016,CFAP300,cilia and flagella associated protein 300,11
ENSG00000240891,257068,PLCXD2,phosphatidylinositol specific phospholipase C X domain containing 2,3
ENSG00000162222,283237,TTC9C,tetratricopeptide repeat domain 9C,11
ENSG00000254126,927,CD8B2,CD8b2 molecule,2
ENSG00000076513,88455,ANKRD13A,ankyrin repeat domain 13A,12
ENSG00000110876,6404,SELPLG,selectin P ligand,12
ENSG00000138030,3795,KHK,ketohexokinase,2
ENSG00000140403,55466,DNAJA4,DnaJ heat shock protein family (Hsp40) member A4,15
ENSG00000173218,81839,VANGL1,VANGL planar cell polarity protein 1,1
ENSG00000130714,10585,POMT1,protein O-mannosyltransferase 1,9
ENSG00000100612,51635,DHRS7,dehydrogenase/reductase 7,14
ENSG00000154099,123872,DNAAF1,dynein axonemal assembly factor 1,16
ENSG00000181544,2187,FANCB,FA complementation group B,X
ENSG00000078043,9063,PIAS2,protein inhibitor of activated STAT 2,18
ENSG00000103429,51283,BFAR,bifunctional apoptosis regulator,16
ENSG00000140396,10499,NCOA2,nuclear receptor coactivator 2,8
ENSG00000176771,344148,NCKAP5,NCK associated protein 5,2
ENSG00000027075,5583,PRKCH,protein kinase C eta,14
ENSG00000160678,6271,S100A1,S100 calcium binding protein A1,1
ENSG00000174586,162968,ZNF497,zinc finger protein 497,19
ENSG00000138678,84803,GPAT3,glycerol-3-phosphate acyltransferase 3,4
ENSG00000174799,9662,CEP135,centrosomal protein 135,4
ENSG00000121361,3764,KCNJ8,potassium inwardly rectifying channel subfamily J member 8,12
ENSG00000159445,117145,THEM4,thioesterase superfamily member 4,1
ENSG00000112539,168090,C6orf118,chromosome 6 open reading frame 118,6
ENSG00000139233,84298,LLPH,"LLP homolog, long-term synaptic facilitation factor",12
ENSG00000160818,54865,GPATCH4,G-patch domain containing 4,1
ENSG00000054277,23596,OPN3,opsin 3,1
ENSG00000189046,121642,ALKBH2,"alkB homolog 2, alpha-ketoglutarate dependent dioxygenase",12
ENSG00000147548,54904,NSD3,nuclear receptor binding SET domain protein 3,8
ENSG00000124786,51000,SLC35B3,solute carrier family 35 member B3,6
ENSG00000158423,158787,RIBC1,RIB43A domain with coiled-coils 1,X
ENSG00000104964,166,TLE5,"TLE family member 5, transcriptional modulator",19
ENSG00000075336,29090,TIMM21,translocase of inner mitochondrial membrane 21,18
ENSG00000168014,26005,C2CD3,C2 domain containing 3 centriole elongation regulator,11
ENSG00000151702,2313,FLI1,"Fli-1 proto-oncogene, ETS transcription factor",11
ENSG00000072736,4775,NFATC3,nuclear factor of activated T cells 3,16
ENSG00000239389,56136,PCDHA13,protocadherin alpha 13,5
ENSG00000163479,6746,SSR2,signal sequence receptor subunit 2,1
ENSG00000154655,91133,L3MBTL4,L3MBTL histone methyl-lysine binding protein 4,18
ENSG00000215218,134111,UBE2QL1,ubiquitin conjugating enzyme E2 Q family like 1,5
ENSG00000177600,6181,RPLP2,ribosomal protein lateral stalk subunit P2,11
ENSG00000184708,56478,EIF4ENIF1,eukaryotic translation initiation factor 4E nuclear import factor 1,22
ENSG00000135052,51280,GOLM1,golgi membrane protein 1,9
ENSG00000197461,5154,PDGFA,platelet derived growth factor subunit A,7
ENSG00000189007,134637,ADAT2,adenosine deaminase tRNA specific 2,6
ENSG00000124535,56897,WRNIP1,WRN helicase interacting protein 1,6
ENSG00000145996,54901,CDKAL1,CDK5 regulatory subunit associated protein 1 like 1,6
ENSG00000140543,55070,DET1,DET1 partner of COP1 E3 ubiquitin ligase,15
ENSG00000131730,1160,CKMT2,"creatine kinase, mitochondrial 2",5
ENSG00000154678,5137,PDE1C,phosphodiesterase 1C,7
ENSG00000136404,53346,TM6SF1,transmembrane 6 superfamily member 1,15
ENSG00000168539,1128,CHRM1,cholinergic receptor muscarinic 1,11
ENSG00000111799,1303,COL12A1,collagen type XII alpha 1 chain,6
ENSG00000145604,6502,SKP2,S-phase kinase associated protein 2,5
ENSG00000198939,80108,ZFP2,ZFP2 zinc finger protein,5
ENSG00000185862,2124,EVI2B,ecotropic viral integration site 2B,17
ENSG00000186496,252884,ZNF396,zinc finger protein 396,18
ENSG00000141560,79672,FN3KRP,fructosamine 3 kinase related protein,17
ENSG00000166153,120863,DEPDC4,DEP domain containing 4,12
ENSG00000143867,130497,OSR1,odd-skipped related transcription factor 1,2
ENSG00000197020,163227,ZNF100,zinc finger protein 100,19
ENSG00000221926,10626,TRIM16,tripartite motif containing 16,17
ENSG00000119523,85365,ALG2,"ALG2 alpha-1,3/1,6-mannosyltransferase",9
ENSG00000153029,3140,MR1,"major histocompatibility complex, class I-related",1
ENSG00000184207,283871,PGP,phosphoglycolate phosphatase,16
ENSG00000071575,28951,TRIB2,tribbles pseudokinase 2,2
ENSG00000186812,84307,ZNF397,zinc finger protein 397,18
ENSG00000198876,25853,DCAF12,DDB1 and CUL4 associated factor 12,9
ENSG00000016864,55830,GLT8D1,glycosyltransferase 8 domain containing 1,3
ENSG00000130164,3949,LDLR,low density lipoprotein receptor,19
ENSG00000104369,56704,JPH1,junctophilin 1,8
ENSG00000133574,55303,GIMAP4,"GTPase, IMAP family member 4",7
ENSG00000205129,441054,C4orf47,chromosome 4 open reading frame 47,4
ENSG00000141380,6760,SS18,SS18 subunit of BAF chromatin remodeling complex,18
ENSG00000181924,51287,COA4,cytochrome c oxidase assembly factor 4 homolog,11
ENSG00000113732,8992,ATP6V0E1,ATPase H+ transporting V0 subunit e1,5
ENSG00000163898,200879,LIPH,lipase H,3
ENSG00000203685,375057,STUM,"stum, mechanosensory transduction mediator homolog",1
ENSG00000197943,5336,PLCG2,phospholipase C gamma 2,16
ENSG00000135917,80704,SLC19A3,solute carrier family 19 member 3,2
ENSG00000109323,4126,MANBA,mannosidase beta,4
ENSG00000119431,81932,HDHD3,haloacid dehalogenase like hydrolase domain containing 3,9
ENSG00000205213,55366,LGR4,leucine rich repeat containing G protein-coupled receptor 4,11
ENSG00000114790,26084,ARHGEF26,Rho guanine nucleotide exchange factor 26,3
ENSG00000168461,11031,RAB31,"RAB31, member RAS oncogene family",18
ENSG00000235961,84968,PNMA6A,PNMA family member 6A,X
ENSG00000184574,57121,LPAR5,lysophosphatidic acid receptor 5,12
ENSG00000165675,10495,ENOX2,ecto-NOX disulfide-thiol exchanger 2,X
ENSG00000175066,256356,GK5,glycerol kinase 5,3
ENSG00000115073,10120,ACTR1B,actin related protein 1B,2
ENSG00000112137,221692,PHACTR1,phosphatase and actin regulator 1,6
ENSG00000171634,2186,BPTF,bromodomain PHD finger transcription factor,17
ENSG00000137710,5962,RDX,radixin,11
ENSG00000105967,22797,TFEC,transcription factor EC,7
ENSG00000115474,3769,KCNJ13,potassium inwardly rectifying channel subfamily J member 13,2
ENSG00000119326,8727,CTNNAL1,catenin alpha like 1,9
ENSG00000152767,10160,FARP1,"FERM, ARH/RhoGEF and pleckstrin domain protein 1",13
ENSG00000198743,6526,SLC5A3,solute carrier family 5 member 3,21
ENSG00000167964,25837,RAB26,"RAB26, member RAS oncogene family",16
ENSG00000148655,83938,LRMDA,leucine rich melanocyte differentiation associated,10
ENSG00000114391,6152,RPL24,ribosomal protein L24,3
ENSG00000155393,55027,HEATR3,HEAT repeat containing 3,16
ENSG00000124140,57468,SLC12A5,solute carrier family 12 member 5,20
ENSG00000119640,97,ACYP1,acylphosphatase 1,14
ENSG00000168939,10251,SPRY3,sprouty RTK signaling antagonist 3,X
ENSG00000099800,26517,TIMM13,translocase of inner mitochondrial membrane 13,19
ENSG00000127483,50809,HP1BP3,heterochromatin protein 1 binding protein 3,1
ENSG00000006125,163,AP2B1,adaptor related protein complex 2 subunit beta 1,17
ENSG00000273802,8339,H2BC8,H2B clustered histone 8,6
ENSG00000124370,84693,MCEE,methylmalonyl-CoA epimerase,2
ENSG00000099204,3983,ABLIM1,actin binding LIM protein 1,10
ENSG00000145416,55016,MARCHF1,membrane associated ring-CH-type finger 1,4
ENSG00000112619,5961,PRPH2,peripherin 2,6
ENSG00000170906,4696,NDUFA3,NADH:ubiquinone oxidoreductase subunit A3,19
ENSG00000154065,147463,ANKRD29,ankyrin repeat domain 29,18
ENSG00000149136,6749,SSRP1,structure specific recognition protein 1,11
ENSG00000162772,467,ATF3,activating transcription factor 3,1
ENSG00000188997,283219,KCTD21,potassium channel tetramerization domain containing 21,11
ENSG00000150764,85458,DIXDC1,DIX domain containing 1,11
ENSG00000146232,4794,NFKBIE,NFKB inhibitor epsilon,6
ENSG00000175895,79666,PLEKHF2,pleckstrin homology and FYVE domain containing 2,8
ENSG00000153944,124540,MSI2,musashi RNA binding protein 2,17
ENSG00000273238,112441426,TMEM271,transmembrane protein 271,4
ENSG00000204390,3305,HSPA1L,heat shock protein family A (Hsp70) member 1 like,6
ENSG00000188312,401541,CENPP,centromere protein P,9
ENSG00000108439,55163,PNPO,pyridoxamine 5'-phosphate oxidase,17
ENSG00000110031,9404,LPXN,leupaxin,11
ENSG00000178394,3350,HTR1A,5-hydroxytryptamine receptor 1A,5
ENSG00000143190,5451,POU2F1,POU class 2 homeobox 1,1
ENSG00000185250,285755,PPIL6,peptidylprolyl isomerase like 6,6
ENSG00000221890,23467,NPTXR,neuronal pentraxin receptor,22
ENSG00000001084,2729,GCLC,glutamate-cysteine ligase catalytic subunit,6
ENSG00000136828,9649,RALGPS1,Ral GEF with PH domain and SH3 binding motif 1,9
ENSG00000110987,605,BCL7A,BAF chromatin remodeling complex subunit BCL7A,12
ENSG00000179241,143458,LDLRAD3,low density lipoprotein receptor class A domain containing 3,11
ENSG00000168303,136647,MPLKIP,M-phase specific PLK1 interacting protein,7
ENSG00000043591,153,ADRB1,adrenoceptor beta 1,10
ENSG00000107949,56647,BCCIP,BRCA2 and CDKN1A interacting protein,10
ENSG00000174226,169166,SNX31,sorting nexin 31,8
ENSG00000128513,25913,POT1,protection of telomeres 1,7
ENSG00000170873,9788,MTSS1,MTSS I-BAR domain containing 1,8
ENSG00000158161,2140,EYA3,EYA transcriptional coactivator and phosphatase 3,1
ENSG00000197702,55742,PARVA,parvin alpha,11
ENSG00000178149,55152,DALRD3,DALR anticodon binding domain containing 3,3
ENSG00000168411,55159,RFWD3,ring finger and WD repeat domain 3,16
ENSG00000119725,57862,ZNF410,zinc finger protein 410,14
ENSG00000120899,2185,PTK2B,protein tyrosine kinase 2 beta,8
ENSG00000073146,54456,MOV10L1,Mov10 like RISC complex RNA helicase 1,22
ENSG00000175854,375757,SWI5,SWI5 homologous recombination repair protein,9
ENSG00000125835,6628,SNRPB,small nuclear ribonucleoprotein polypeptides B and B1,20
ENSG00000119953,10285,SMNDC1,survival motor neuron domain containing 1,10
ENSG00000164236,651746,ANKRD33B,ankyrin repeat domain 33B,5
ENSG00000095951,3096,HIVEP1,HIVEP zinc finger 1,6
ENSG00000167705,83547,RILP,Rab interacting lysosomal protein,17
ENSG00000185909,200942,KLHDC8B,kelch domain containing 8B,3
ENSG00000279765,NA,NA,NA,NA
ENSG00000178538,767,CA8,carbonic anhydrase 8,8
ENSG00000263528,9641,IKBKE,inhibitor of nuclear factor kappa B kinase subunit epsilon,1
ENSG00000110079,51338,MS4A4A,membrane spanning 4-domains A4A,11
ENSG00000170515,5036,PA2G4,proliferation-associated 2G4,12
ENSG00000205476,317762,CCDC85C,coiled-coil domain containing 85C,14
ENSG00000189376,84933,C8orf76,chromosome 8 open reading frame 76,8
ENSG00000214413,92482,BBIP1,BBSome interacting protein 1,10
ENSG00000101003,9837,GINS1,GINS complex subunit 1,20
ENSG00000004534,10180,RBM6,RNA binding motif protein 6,3
ENSG00000112182,60468,BACH2,BTB domain and CNC homolog 2,6
ENSG00000111665,83461,CDCA3,cell division cycle associated 3,12
ENSG00000180425,54494,C11orf71,chromosome 11 open reading frame 71,11
ENSG00000148143,58499,ZNF462,zinc finger protein 462,9
ENSG00000137819,54852,PAQR5,progestin and adipoQ receptor family member 5,15
ENSG00000169914,23252,OTUD3,OTU deubiquitinase 3,1
ENSG00000054116,27095,TRAPPC3,trafficking protein particle complex 3,1
ENSG00000108599,11216,AKAP10,A-kinase anchoring protein 10,17
ENSG00000123095,79365,BHLHE41,basic helix-loop-helix family member e41,12
ENSG00000136940,5082,PDCL,phosducin like,9
ENSG00000163606,131450,CD200R1,CD200 receptor 1,3
ENSG00000073111,4171,MCM2,minichromosome maintenance complex component 2,3
ENSG00000103489,64131,XYLT1,xylosyltransferase 1,16
ENSG00000196396,5770,PTPN1,protein tyrosine phosphatase non-receptor type 1,20
ENSG00000143469,255928,SYT14,synaptotagmin 14,1
ENSG00000101152,80331,DNAJC5,DnaJ heat shock protein family (Hsp40) member C5,20
ENSG00000117620,23443,SLC35A3,solute carrier family 35 member A3,1
ENSG00000143858,127833,SYT2,synaptotagmin 2,1
ENSG00000197054,284390,ZNF763,zinc finger protein 763,19
ENSG00000150093,3688,ITGB1,integrin subunit beta 1,10
ENSG00000126878,83543,AIF1L,allograft inflammatory factor 1 like,9
ENSG00000064989,10203,CALCRL,calcitonin receptor like receptor,2
ENSG00000001497,81887,LAS1L,LAS1 like ribosome biogenesis factor,X
ENSG00000197753,222662,LHFPL5,LHFPL tetraspan subfamily member 5,6
ENSG00000132692,63827,BCAN,brevican,1
ENSG00000037897,4234,METTL1,methyltransferase like 1,12
ENSG00000204815,83538,TTC25,tetratricopeptide repeat domain 25,17
ENSG00000196998,11152,WDR45,WD repeat domain 45,X
ENSG00000106852,26468,LHX6,LIM homeobox 6,9
ENSG00000165688,23203,PMPCA,"peptidase, mitochondrial processing alpha subunit",9
